recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_title
47,7,1914.39,2,3,2,232,Silver
67,5,4685.530000000001,2,2,4,224,Silver
35,7,5018.9800000000005,3,3,4,334,Gold
128,6,4054.8500000000004,1,2,3,123,Bronze
42,3,1910.8899999999999,3,1,2,312,Gold
24,7,3349.9900000000002,3,3,3,333,Gold
4,9,6979.28,4,4,4,444,Platinum
6,4,2434.76,4,1,2,412,Platinum
43,11,9695.59,3,4,4,344,Gold
87,4,3288.04,1,1,3,113,Bronze
135,5,3710.54,1,2,3,123,Bronze
44,9,6710.76,3,4,4,344,Gold
81,7,4045.2000000000003,2,3,3,233,Silver
107,5,804.8199999999998,1,2,1,121,Bronze
2,7,3637.1699999999996,4,3,3,433,Platinum
36,4,1907.6499999999999,3,1,2,312,Gold
7,5,541.13,4,2,1,421,Platinum
159,3,2411.66,1,1,2,112,Bronze
62,7,2502.37,2,3,2,232,Silver
60,6,4787.35,2,2,4,224,Silver
76,5,2030.54,2,2,2,222,Silver
67,4,1017.24,2,1,1,211,Bronze
127,7,5809.11,1,3,4,134,Bronze
52,5,2134.1,2,2,2,222,Silver
16,4,4098.86,4,1,3,413,Platinum
67,3,1604.73,2,1,1,211,Bronze
10,9,4833.7300000000005,4,4,4,444,Platinum
1,6,2957.85,4,2,3,423,Platinum
110,4,1014.0699999999998,1,1,1,111,Bronze
107,6,3725.57,1,2,3,123,Bronze
59,6,3456.8,2,2,3,223,Silver
17,3,907.45,4,1,1,411,Gold
61,2,689.11,2,1,1,211,Bronze
38,9,3286.01,3,4,3,343,Gold
42,13,3254.5299999999997,3,4,3,343,Gold
12,8,2248.17,4,4,2,442,Platinum
61,5,2568.0499999999993,2,2,2,222,Silver
53,7,4545.8,2,3,4,234,Silver
28,7,5107.25,3,3,4,334,Gold
44,4,1841.25,3,1,2,312,Gold
69,1,90.09999999999997,2,1,1,211,Bronze
40,1,64.50999999999999,3,1,1,311,Silver
93,3,1580.86,1,1,1,111,Bronze
15,4,3078.62,4,1,3,413,Platinum
25,3,1761.68,3,1,1,311,Silver
5,7,2584.56,4,3,2,432,Platinum
5,5,4911.089999999999,4,2,4,424,Platinum
90,5,3658.13,1,2,3,123,Bronze
34,2,879.4799999999999,3,1,1,311,Silver
45,6,1912.3600000000001,2,2,2,222,Silver
21,5,2428.87,3,2,2,322,Gold
23,3,384.06999999999994,3,1,1,311,Silver
89,8,4328.469999999999,1,4,4,144,Bronze
41,9,4404.7699999999995,3,4,4,344,Gold
3,6,2439.94,4,2,2,422,Platinum
57,6,3568.73,2,2,3,223,Silver
77,8,3553.7400000000002,2,4,3,243,Silver
34,7,4712.24,3,3,4,334,Gold
76,2,201.54999999999998,2,1,1,211,Bronze
76,4,3259.41,2,1,3,213,Silver
5,4,3130.19,4,1,3,413,Platinum
16,8,4675.1900000000005,4,4,4,444,Platinum
299,3,357.7899999999998,1,1,1,111,Bronze
5,5,1345.75,4,2,1,421,Platinum
115,3,710.0699999999999,1,1,1,111,Bronze
88,13,4063.8199999999997,1,4,3,143,Bronze
35,9,3974.81,3,4,3,343,Gold
168,5,2425.34,1,2,2,122,Bronze
29,7,3586.71,3,3,3,333,Gold
6,9,3817.14,4,4,3,443,Platinum
118,8,4514.84,1,4,4,144,Bronze
76,10,2882.8,2,4,3,243,Silver
10,7,3899.78,4,3,3,433,Platinum
100,9,5105.49,1,4,4,144,Bronze
78,3,1215.9199999999998,2,1,1,211,Bronze
33,4,1267.19,3,1,1,311,Silver
19,10,5079.91,3,4,4,344,Gold
69,4,1090.7099999999998,2,1,1,211,Bronze
141,8,3479.22,1,4,3,143,Bronze
69,4,2690.06,2,1,2,212,Silver
25,3,3361.67,3,1,3,313,Gold
93,2,758.6899999999999,1,1,1,111,Bronze
9,2,1828.47,4,1,1,411,Gold
102,6,4239.32,1,2,4,124,Bronze
6,5,2093.67,4,2,2,422,Platinum
161,6,1564.5600000000002,1,2,1,121,Bronze
22,6,5732.11,3,2,4,324,Gold
159,5,1810.03,1,2,1,121,Bronze
17,6,2623.56,4,2,2,422,Platinum
0,8,3660.4800000000005,4,4,3,443,Platinum
62,7,4812.99,2,3,4,234,Silver
0,4,2792.56,4,1,2,412,Platinum
47,4,3371.69,2,1,3,213,Silver
32,5,1601.3300000000002,3,2,1,321,Gold
108,2,79.15999999999994,1,1,1,111,Bronze
135,6,1731.6299999999999,1,2,1,121,Bronze
60,4,2080.25,2,1,2,212,Silver
13,3,231.7099999999999,4,1,1,411,Gold
33,5,4541.839999999999,3,2,4,324,Gold
73,8,4822.39,2,4,4,244,Silver
89,3,2291.9700000000003,1,1,2,112,Bronze
50,8,3939.17,2,4,3,243,Silver
2,4,3061.7999999999997,4,1,3,413,Platinum
48,7,7256.08,2,3,4,234,Silver
0,7,2665.3,4,3,2,432,Platinum
44,6,2436.69,3,2,2,322,Gold
42,4,1781.3600000000001,3,1,1,311,Silver
134,8,6006.399999999999,1,4,4,144,Bronze
22,4,1659.6399999999999,3,1,1,311,Silver
1,10,8256.08,4,4,4,444,Platinum
140,10,6658.89,1,4,4,144,Bronze
6,9,2849.2200000000003,4,4,3,443,Platinum
2,6,3922.29,4,2,3,423,Platinum
125,6,2094.5899999999997,1,2,2,122,Bronze
13,7,2525.43,4,3,2,432,Platinum
54,5,2854.97,2,2,3,223,Silver
156,4,2715.83,1,1,2,112,Bronze
3,7,2424.34,4,3,2,432,Platinum
86,8,5347.87,2,4,4,244,Silver
97,3,1637.4600000000003,1,1,1,111,Bronze
219,2,214.37,1,1,1,111,Bronze
46,5,2909.67,2,2,3,223,Silver
5,6,4047.83,4,2,3,423,Platinum
147,5,2255.61,1,2,2,122,Bronze
23,4,4601.8099999999995,3,1,4,314,Gold
29,7,2365.36,3,3,2,332,Gold
5,7,2357.35,4,3,2,432,Platinum
34,5,2168.7999999999997,3,2,2,322,Gold
316,3,560.4800000000001,1,1,1,111,Bronze
13,5,2714.3,4,2,2,422,Platinum
15,10,6025.31,4,4,4,444,Platinum
54,7,4281.32,2,3,4,234,Silver
50,6,2970.6000000000004,2,2,3,223,Silver
68,6,2390.89,2,2,2,222,Silver
12,6,4721.62,4,2,4,424,Platinum
35,7,2335.54,3,3,2,332,Gold
52,9,6325.839999999999,2,4,4,244,Silver
43,7,4959.639999999999,3,3,4,334,Gold
13,5,3955.17,4,2,3,423,Platinum
13,10,5132.78,4,4,4,444,Platinum
29,6,3558.4100000000003,3,2,3,323,Gold
138,4,2183.55,1,1,2,112,Bronze
146,4,3447.44,1,1,3,113,Bronze
14,7,3237.25,4,3,3,433,Platinum
40,7,3648.33,3,3,3,333,Gold
1,9,4156.31,4,4,3,443,Platinum
239,4,4622.34,1,1,4,114,Bronze
19,4,1998.35,3,1,2,312,Gold
5,2,978.76,4,1,1,411,Gold
11,7,4458.72,4,3,4,434,Platinum
89,6,2438.2599999999998,1,2,2,122,Bronze
127,4,1520.86,1,1,1,111,Bronze
25,12,6770.24,3,4,4,344,Gold
98,4,2941.07,1,1,3,113,Bronze
13,4,3207.1700000000005,4,1,3,413,Platinum
199,5,2422.46,1,2,2,122,Bronze
96,2,1364.0500000000002,1,1,1,111,Bronze
80,6,3799.86,2,2,3,223,Silver
11,3,2006.1800000000003,4,1,2,412,Platinum
139,5,3472.24,1,2,3,123,Bronze
5,5,3977.45,4,2,3,423,Platinum
55,9,5224.69,2,4,4,244,Silver
33,9,9188.769999999999,3,4,4,344,Gold
67,2,1952.51,2,1,2,212,Silver
57,7,5517.21,2,3,4,234,Silver
65,6,4162.97,2,2,3,223,Silver
6,4,2099.4,4,1,2,412,Platinum
51,6,6140.66,2,2,4,224,Silver
58,9,3009.89,2,4,3,243,Silver
5,6,4941.179999999999,4,2,4,424,Platinum
1,4,3000.7000000000003,4,1,3,413,Platinum
0,9,5563.63,4,4,4,444,Platinum
54,2,1028.46,2,1,1,211,Bronze
16,6,5006.98,4,2,4,424,Platinum
120,7,3634.9799999999996,1,3,3,133,Bronze
170,4,1500.24,1,1,1,111,Bronze
5,11,5875.139999999999,4,4,4,444,Platinum
132,6,3867.7400000000002,1,2,3,123,Bronze
42,5,3465.41,3,2,3,323,Gold
9,5,1823.0,4,2,1,421,Platinum
106,5,3327.04,1,2,3,123,Bronze
215,4,2071.89,1,1,2,112,Bronze
90,5,2259.29,1,2,2,122,Bronze
30,8,3743.7999999999997,3,4,3,343,Gold
159,5,3933.8799999999997,1,2,3,123,Bronze
4,9,6433.749999999999,4,4,4,444,Platinum
20,7,3588.04,3,3,3,333,Gold
8,13,4136.839999999999,4,4,3,443,Platinum
18,8,2487.67,4,4,2,442,Platinum
4,4,2302.54,4,1,2,412,Platinum
19,8,5576.169999999999,3,4,4,344,Gold
227,3,2429.7199999999993,1,1,2,112,Bronze
65,6,2175.54,2,2,2,222,Silver
3,3,2692.8300000000004,4,1,2,412,Platinum
162,6,3454.88,1,2,3,123,Bronze
11,5,2531.96,4,2,2,422,Platinum
1,7,2903.17,4,3,3,433,Platinum
15,9,4106.38,4,4,3,443,Platinum
49,3,494.61,2,1,1,211,Bronze
27,3,2196.3500000000004,3,1,2,312,Gold
98,3,949.5799999999999,1,1,1,111,Bronze
55,5,1624.1100000000001,2,2,1,221,Silver
9,7,3125.44,4,3,3,433,Platinum
147,2,119.32,1,1,1,111,Bronze
163,2,289.37,1,1,1,111,Bronze
211,3,2764.6099999999997,1,1,2,112,Bronze
16,5,3651.0300000000007,4,2,3,423,Platinum
60,6,3660.48,2,2,3,223,Silver
34,5,1368.37,3,2,1,321,Gold
20,10,6194.3,3,4,4,344,Gold
132,5,4320.419999999999,1,2,4,124,Bronze
38,6,4647.42,3,2,4,324,Gold
8,6,2293.67,4,2,2,422,Platinum
63,7,4576.759999999999,2,3,4,234,Silver
18,5,2399.56,4,2,2,422,Platinum
20,10,7332.69,3,4,4,344,Gold
17,7,3934.9900000000002,4,3,3,433,Platinum
14,10,6752.629999999999,4,4,4,444,Platinum
80,8,2341.58,2,4,2,242,Silver
23,5,5155.91,3,2,4,324,Gold
3,4,3249.41,4,1,3,413,Platinum
64,2,892.5,2,1,1,211,Bronze
12,3,2077.2999999999993,4,1,2,412,Platinum
2,8,5263.13,4,4,4,444,Platinum
26,7,2990.36,3,3,3,333,Gold
6,9,4790.820000000001,4,4,4,444,Platinum
2,4,3696.4300000000003,4,1,3,413,Platinum
33,4,2989.64,3,1,3,313,Gold
14,6,2997.5600000000004,4,2,3,423,Platinum
47,2,1168.94,2,1,1,211,Bronze
105,4,4128.629999999999,1,1,3,113,Bronze
24,5,2724.75,3,2,2,322,Gold
135,6,2385.0699999999997,1,2,2,122,Bronze
67,4,2795.32,2,1,2,212,Silver
2,8,4543.18,4,4,4,444,Platinum
89,9,4204.3,1,4,4,144,Bronze
8,3,1303.18,4,1,1,411,Gold
195,6,2289.21,1,2,2,122,Bronze
57,6,3900.3199999999997,2,2,3,223,Silver
13,6,1710.28,4,2,1,421,Platinum
25,4,594.06,3,1,1,311,Silver
32,5,1884.62,3,2,2,322,Gold
13,2,1596.3,4,1,1,411,Gold
149,2,873.1199999999999,1,1,1,111,Bronze
1,8,4253.77,4,4,4,444,Platinum
101,6,1160.21,1,2,1,121,Bronze
18,8,6401.829999999999,4,4,4,444,Platinum
120,5,3126.8399999999997,1,2,3,123,Bronze
81,5,3923.57,2,2,3,223,Silver
339,1,217.51,1,1,1,111,Bronze
10,4,3917.4700000000003,4,1,3,413,Platinum
20,4,1433.8,3,1,1,311,Silver
29,8,5474.02,3,4,4,344,Gold
60,5,5380.679999999999,2,2,4,224,Silver
98,8,4700.15,1,4,4,144,Bronze
76,4,2611.75,2,1,2,212,Silver
81,7,5258.120000000001,2,3,4,234,Silver
27,5,2067.15,3,2,2,322,Gold
67,8,5253.88,2,4,4,244,Silver
194,1,299.27,1,1,1,111,Bronze
50,2,1264.62,2,1,1,211,Bronze
125,3,1419.4999999999998,1,1,1,111,Bronze
137,4,2346.1600000000003,1,1,2,112,Bronze
11,9,5077.1,4,4,4,444,Platinum
94,6,2230.2200000000003,1,2,2,122,Bronze
146,7,7187.34,1,3,4,134,Bronze
1,9,4281.08,4,4,4,444,Platinum
76,7,4042.69,2,3,3,233,Silver
38,6,4268.17,3,2,4,324,Gold
19,12,4940.239999999999,3,4,4,344,Gold
113,6,2495.4300000000003,1,2,2,122,Bronze
161,2,338.85,1,1,1,111,Bronze
50,5,1650.61,2,2,1,221,Silver
18,5,1797.6999999999998,4,2,1,421,Platinum
47,6,2672.77,2,2,2,222,Silver
52,5,2584.9500000000003,2,2,2,222,Silver
53,4,1779.26,2,1,1,211,Bronze
70,4,1721.82,2,1,1,211,Bronze
68,7,3328.51,2,3,3,233,Silver
58,6,3071.34,2,2,3,223,Silver
144,6,1539.6000000000001,1,2,1,121,Bronze
2,3,1863.53,4,1,2,412,Platinum
117,6,5907.85,1,2,4,124,Bronze
28,6,4828.54,3,2,4,324,Gold
34,6,1251.33,3,2,1,321,Gold
29,4,5407.15,3,1,4,314,Gold
157,4,2250.33,1,1,2,112,Bronze
81,6,3051.93,2,2,3,223,Silver
58,4,3173.9500000000003,2,1,3,213,Silver
28,3,2088.09,3,1,2,312,Gold
98,5,2762.18,1,2,2,122,Bronze
77,4,451.6000000000001,2,1,1,211,Bronze
36,7,3631.2699999999995,3,3,3,333,Gold
80,5,3527.78,2,2,3,223,Silver
51,8,1765.32,2,4,1,241,Silver
17,8,4766.82,4,4,4,444,Platinum
8,14,6513.3,4,4,4,444,Platinum
37,11,7123.0,3,4,4,344,Gold
136,7,5144.360000000001,1,3,4,134,Bronze
154,3,1956.3899999999999,1,1,2,112,Bronze
63,7,5644.17,2,3,4,234,Silver
70,6,4735.320000000001,2,2,4,224,Silver
40,10,4914.08,3,4,4,344,Gold
41,8,6260.3099999999995,3,4,4,344,Gold
12,5,3823.7700000000004,4,2,3,423,Platinum
42,5,1679.53,3,2,1,321,Gold
54,4,2957.42,2,1,3,213,Silver
42,8,6198.41,3,4,4,344,Gold
2,6,4144.05,4,2,3,423,Platinum
71,5,985.4700000000003,2,2,1,221,Silver
119,3,378.15000000000015,1,1,1,111,Bronze
25,4,2745.09,3,1,2,312,Gold
24,4,2644.03,3,1,2,312,Gold
79,3,1588.1799999999998,2,1,1,211,Bronze
30,7,6291.68,3,3,4,334,Gold
58,10,5090.61,2,4,4,244,Silver
49,5,3469.0499999999997,2,2,3,223,Silver
17,8,3346.58,4,4,3,443,Platinum
58,4,1464.6599999999999,2,1,1,211,Bronze
74,6,3604.14,2,2,3,223,Silver
114,6,2177.68,1,2,2,122,Bronze
265,1,445.2099999999999,1,1,1,111,Bronze
27,9,4888.71,3,4,4,344,Gold
111,3,753.26,1,1,1,111,Bronze
41,6,2722.7200000000003,3,2,2,322,Gold
15,5,4212.469999999999,4,2,4,424,Platinum
27,5,2328.51,3,2,2,322,Gold
19,2,327.23,3,1,1,311,Silver
74,3,1644.6100000000001,2,1,1,211,Bronze
22,7,3905.4199999999996,3,3,3,333,Gold
21,3,2743.5600000000004,3,1,2,312,Gold
61,5,3493.02,2,2,3,223,Silver
85,4,2129.07,2,1,2,212,Silver
94,8,4651.259999999999,1,4,4,144,Bronze
59,6,3821.27,2,2,3,223,Silver
54,7,3538.42,2,3,3,233,Silver
287,3,1041.01,1,1,1,111,Bronze
208,3,3512.1000000000004,1,1,3,113,Bronze
49,8,3121.7000000000003,2,4,3,243,Silver
40,5,2168.4,3,2,2,322,Gold
168,4,1425.2700000000002,1,1,1,111,Bronze
21,4,2114.24,3,1,2,312,Gold
44,8,3263.3999999999996,3,4,3,343,Gold
64,3,2685.1,2,1,2,212,Silver
59,6,2198.5600000000004,2,2,2,222,Silver
63,7,2332.5899999999997,2,3,2,232,Silver
57,6,1719.1599999999999,2,2,1,221,Silver
80,6,3649.92,2,2,3,223,Silver
1,3,2123.71,4,1,2,412,Platinum
38,7,2501.42,3,3,2,332,Gold
141,3,2411.83,1,1,2,112,Bronze
32,2,736.73,3,1,1,311,Silver
31,12,6128.3,3,4,4,344,Gold
17,4,1454.3900000000003,4,1,1,411,Gold
170,3,898.8199999999999,1,1,1,111,Bronze
183,3,1115.15,1,1,1,111,Bronze
63,5,1796.0,2,2,1,221,Silver
74,7,3320.7799999999997,2,3,3,233,Silver
99,4,2217.4900000000002,1,1,2,112,Bronze
29,7,4957.3,3,3,4,334,Gold
51,8,3914.5,2,4,3,243,Silver
112,5,2057.46,1,2,2,122,Bronze
124,3,1074.88,1,1,1,111,Bronze
15,7,2338.45,4,3,2,432,Platinum
84,6,1783.3700000000001,2,2,1,221,Silver
3,5,2318.8900000000003,4,2,2,422,Platinum
143,2,1458.7,1,1,1,111,Bronze
169,3,1461.0,1,1,1,111,Bronze
64,5,4193.320000000001,2,2,4,224,Silver
52,7,3957.53,2,3,3,233,Silver
161,4,2600.4900000000002,1,1,2,112,Bronze
17,6,5378.6,4,2,4,424,Platinum
35,4,1465.16,3,1,1,311,Silver
75,4,1502.68,2,1,1,211,Bronze
35,5,3371.48,3,2,3,323,Gold
153,6,2557.62,1,2,2,122,Bronze
95,3,1988.76,1,1,2,112,Bronze
29,10,4169.83,3,4,3,343,Gold
99,5,1799.9,1,2,1,121,Bronze
35,8,4473.32,3,4,4,344,Gold
47,7,5404.64,2,3,4,234,Silver
129,5,5154.679999999999,1,2,4,124,Bronze
177,1,1305.25,1,1,1,111,Bronze
104,6,3344.1300000000006,1,2,3,123,Bronze
26,10,2795.34,3,4,2,342,Gold
55,2,35.739999999999995,2,1,1,211,Bronze
121,6,5688.289999999999,1,2,4,124,Bronze
10,4,2304.77,4,1,2,412,Platinum
36,4,2713.72,3,1,2,312,Gold
34,4,279.77999999999986,3,1,1,311,Silver
35,8,4008.7599999999998,3,4,3,343,Gold
24,5,1702.5299999999997,3,2,1,321,Gold
38,7,4075.38,3,3,3,333,Gold
14,6,3131.5100000000007,4,2,3,423,Platinum
30,7,4474.63,3,3,4,334,Gold
34,7,4735.67,3,3,4,334,Gold
39,7,1796.2899999999997,3,3,1,331,Gold
49,5,2878.73,2,2,3,223,Silver
159,2,273.70000000000005,1,1,1,111,Bronze
29,6,4438.469999999999,3,2,4,324,Gold
59,5,3855.0,2,2,3,223,Silver
72,6,5235.79,2,2,4,224,Silver
107,1,198.22000000000003,1,1,1,111,Bronze
45,7,4768.849999999999,2,3,4,234,Silver
85,5,1410.5300000000004,2,2,1,221,Silver
73,7,5050.259999999999,2,3,4,234,Silver
36,4,3592.5,3,1,3,313,Gold
37,5,4274.88,3,2,4,324,Gold
45,6,3140.0099999999998,2,2,3,223,Silver
59,6,3142.75,2,2,3,223,Silver
17,4,2812.1099999999997,4,1,2,412,Platinum
5,7,6010.17,4,3,4,434,Platinum
53,3,2611.15,2,1,2,212,Silver
144,2,969.6199999999999,1,1,1,111,Bronze
3,7,4121.780000000001,4,3,3,433,Platinum
78,5,3135.3399999999997,2,2,3,223,Silver
6,4,2513.7799999999993,4,1,2,412,Platinum
81,11,3887.07,2,4,3,243,Silver
13,9,5077.969999999999,4,4,4,444,Platinum
53,12,7161.99,2,4,4,244,Silver
15,6,4022.4100000000003,4,2,3,423,Platinum
66,5,4460.120000000001,2,2,4,224,Silver
28,5,3280.6099999999997,3,2,3,323,Gold
44,6,2842.47,3,2,2,322,Gold
48,3,2355.7599999999998,2,1,2,212,Silver
152,5,600.7599999999998,1,2,1,121,Bronze
46,4,1437.54,2,1,1,211,Bronze
53,5,2715.29,2,2,2,222,Silver
16,7,3627.48,4,3,3,433,Platinum
9,4,4564.900000000001,4,1,4,414,Platinum
24,3,1690.9599999999998,3,1,1,311,Silver
161,3,3183.5299999999997,1,1,3,113,Bronze
67,4,2585.15,2,1,2,212,Silver
212,3,1959.79,1,1,2,112,Bronze
78,4,1322.2199999999998,2,1,1,211,Bronze
12,6,3013.77,4,2,3,423,Platinum
112,1,309.80999999999995,1,1,1,111,Bronze
224,3,2601.79,1,1,2,112,Bronze
151,1,356.5,1,1,1,111,Bronze
8,5,2276.9,4,2,2,422,Platinum
4,3,1203.34,4,1,1,411,Gold
19,7,3707.2399999999993,3,3,3,333,Gold
31,4,651.6399999999999,3,1,1,311,Silver
92,4,2113.9,1,1,2,112,Bronze
69,3,1315.76,2,1,1,211,Bronze
74,9,5853.82,2,4,4,244,Silver
172,3,398.42999999999995,1,1,1,111,Bronze
23,7,3574.3100000000004,3,3,3,333,Gold
11,9,4669.900000000001,4,4,4,444,Platinum
5,9,4585.400000000001,4,4,4,444,Platinum
65,3,2092.72,2,1,2,212,Silver
62,3,3275.66,2,1,3,213,Silver
47,6,2605.09,2,2,2,222,Silver
0,5,4719.95,4,2,4,424,Platinum
162,5,3315.3199999999997,1,2,3,123,Bronze
87,9,5640.43,1,4,4,144,Bronze
60,4,831.6700000000001,2,1,1,211,Bronze
54,5,2500.26,2,2,2,222,Silver
180,6,1292.2299999999998,1,2,1,121,Bronze
55,8,5612.84,2,4,4,244,Silver
36,1,1279.4,3,1,1,311,Silver
81,10,4842.52,2,4,4,244,Silver
36,5,3458.1499999999996,3,2,3,323,Gold
70,5,4351.82,2,2,4,224,Silver
146,4,2674.92,1,1,2,112,Bronze
40,4,2741.81,3,1,2,312,Gold
3,11,3682.73,4,4,3,443,Platinum
82,8,2688.57,2,4,2,242,Silver
27,6,4962.2,3,2,4,324,Gold
22,7,4178.45,3,3,4,334,Gold
45,3,959.32,2,1,1,211,Bronze
58,6,3222.99,2,2,3,223,Silver
43,5,4826.5,3,2,4,324,Gold
1,5,2411.63,4,2,2,422,Platinum
19,5,2554.42,3,2,2,322,Gold
25,7,4636.8,3,3,4,334,Gold
74,6,4675.969999999999,2,2,4,224,Silver
1,8,6854.59,4,4,4,444,Platinum
20,3,1902.53,3,1,2,312,Gold
93,5,2642.95,1,2,2,122,Bronze
0,9,3031.18,4,4,3,443,Platinum
45,4,2381.7400000000002,2,1,2,212,Silver
14,7,5300.04,4,3,4,434,Platinum
43,7,5641.47,3,3,4,334,Gold
11,4,2137.9399999999996,4,1,2,412,Platinum
7,5,4707.549999999999,4,2,4,424,Platinum
10,5,2777.48,4,2,2,422,Platinum
3,11,8252.73,4,4,4,444,Platinum
42,7,5231.29,3,3,4,334,Gold
29,7,2731.88,3,3,2,332,Gold
38,7,1301.43,3,3,1,331,Gold
21,9,5876.070000000001,3,4,4,344,Gold
59,6,3796.7,2,2,3,223,Silver
31,8,4797.13,3,4,4,344,Gold
12,7,5453.86,4,3,4,434,Platinum
182,2,147.82999999999996,1,1,1,111,Bronze
113,7,5387.65,1,3,4,134,Bronze
8,3,1030.19,4,1,1,411,Gold
69,7,5593.6,2,3,4,234,Silver
12,10,5862.45,4,4,4,444,Platinum
26,5,1547.88,3,2,1,321,Gold
122,2,192.9699999999999,1,1,1,111,Bronze
90,1,745.94,1,1,1,111,Bronze
62,1,57.72999999999999,2,1,1,211,Bronze
0,5,2700.55,4,2,2,422,Platinum
53,9,4002.3199999999997,2,4,3,243,Silver
113,3,746.1999999999999,1,1,1,111,Bronze
38,6,2724.93,3,2,2,322,Gold
19,8,5205.75,3,4,4,344,Gold
21,8,5804.28,3,4,4,344,Gold
78,3,788.28,2,1,1,211,Bronze
150,5,965.8499999999999,1,2,1,121,Bronze
187,5,2978.2499999999995,1,2,3,123,Bronze
45,5,1853.86,2,2,2,222,Silver
80,4,1341.22,2,1,1,211,Bronze
68,5,1792.3899999999999,2,2,1,221,Silver
24,3,2824.1600000000003,3,1,2,312,Gold
49,7,3077.56,2,3,3,233,Silver
36,6,3695.73,3,2,3,323,Gold
223,4,3483.39,1,1,3,113,Bronze
17,6,3903.5699999999997,4,2,3,423,Platinum
58,7,4523.23,2,3,4,234,Silver
43,5,1844.8799999999999,3,2,2,322,Gold
222,2,300.09,1,1,1,111,Bronze
22,1,451.6500000000001,3,1,1,311,Silver
2,7,5457.09,4,3,4,434,Platinum
51,8,2702.5,2,4,2,242,Silver
139,3,1749.57,1,1,1,111,Bronze
0,6,409.8000000000001,4,2,1,421,Platinum
32,5,2606.6,3,2,2,322,Gold
59,1,50.66,2,1,1,211,Bronze
67,6,2446.2,2,2,2,222,Silver
8,9,3921.82,4,4,3,443,Platinum
3,6,4388.13,4,2,4,424,Platinum
10,9,6462.95,4,4,4,444,Platinum
222,3,2883.65,1,1,3,113,Bronze
115,4,2664.7099999999996,1,1,2,112,Bronze
218,2,167.62999999999997,1,1,1,111,Bronze
32,6,2253.09,3,2,2,322,Gold
26,10,5108.660000000001,3,4,4,344,Gold
0,9,6874.53,4,4,4,444,Platinum
123,5,2656.6699999999996,1,2,2,122,Bronze
16,4,1700.17,4,1,1,411,Gold
198,2,375.02,1,1,1,111,Bronze
27,7,3058.73,3,3,3,333,Gold
18,6,2615.4599999999996,4,2,2,422,Platinum
53,4,1131.8,2,1,1,211,Bronze
28,2,443.53,3,1,1,311,Silver
80,6,2619.54,2,2,2,222,Silver
12,6,3040.06,4,2,3,423,Platinum
44,4,3270.22,3,1,3,313,Gold
17,5,2205.8,4,2,2,422,Platinum
71,7,5417.47,2,3,4,234,Silver
39,7,3068.1800000000003,3,3,3,333,Gold
6,6,2580.59,4,2,2,422,Platinum
76,6,4455.63,2,2,4,224,Silver
40,2,2365.9300000000003,3,1,2,312,Gold
17,3,1602.8200000000002,4,1,1,411,Gold
9,4,1147.86,4,1,1,411,Gold
56,6,2587.7999999999997,2,2,2,222,Silver
29,10,6272.209999999999,3,4,4,344,Gold
75,8,4737.68,2,4,4,244,Silver
167,5,2439.35,1,2,2,122,Bronze
52,6,2757.23,2,2,2,222,Silver
4,7,7756.789999999998,4,3,4,434,Platinum
53,11,4737.3,2,4,4,244,Silver
50,4,1204.26,2,1,1,211,Bronze
31,6,2067.47,3,2,2,322,Gold
24,6,3506.54,3,2,3,323,Gold
64,8,5972.62,2,4,4,244,Silver
2,13,7817.1,4,4,4,444,Platinum
11,9,4384.09,4,4,4,444,Platinum
19,5,1576.8200000000002,3,2,1,321,Gold
21,5,1961.7900000000002,3,2,2,322,Gold
21,9,6900.79,3,4,4,344,Gold
12,4,2823.58,4,1,2,412,Platinum
13,5,2490.66,4,2,2,422,Platinum
85,6,4181.0,2,2,4,224,Silver
113,5,2600.73,1,2,2,122,Bronze
64,7,4958.1,2,3,4,234,Silver
85,7,6245.25,2,3,4,234,Silver
14,14,7493.2300000000005,4,4,4,444,Platinum
40,1,802.26,3,1,1,311,Silver
114,7,2307.25,1,3,2,132,Bronze
2,6,1732.26,4,2,1,421,Platinum
42,5,3382.4,3,2,3,323,Gold
20,7,3836.2400000000002,3,3,3,333,Gold
232,3,1400.8299999999997,1,1,1,111,Bronze
69,5,969.6500000000001,2,2,1,221,Silver
24,6,2157.2399999999993,3,2,2,322,Gold
4,6,1698.9899999999998,4,2,1,421,Platinum
229,2,1185.8500000000001,1,1,1,111,Bronze
98,4,2180.75,1,1,2,112,Bronze
18,6,2774.48,4,2,2,422,Platinum
40,8,6854.85,3,4,4,344,Gold
38,5,1663.67,3,2,1,321,Gold
105,6,2136.1800000000003,1,2,2,122,Bronze
7,10,8437.43,4,4,4,444,Platinum
54,3,2303.0,2,1,2,212,Silver
95,7,3632.29,1,3,3,133,Bronze
31,8,2232.7799999999997,3,4,2,342,Gold
196,5,707.5600000000001,1,2,1,121,Bronze
46,4,2981.3900000000003,2,1,3,213,Silver
7,8,3423.2000000000003,4,4,3,443,Platinum
175,3,2160.75,1,1,2,112,Bronze
23,3,766.4200000000001,3,1,1,311,Silver
18,7,1813.87,4,3,1,431,Platinum
14,5,2014.63,4,2,2,422,Platinum
108,4,2609.51,1,1,2,112,Bronze
93,5,3270.9399999999996,1,2,3,123,Bronze
12,9,3340.35,4,4,3,443,Platinum
106,4,3636.9699999999993,1,1,3,113,Bronze
